PitchNo,Date,Time,Batter,PitchUID,Equipment,Handedness,Plane Score,Connection Score,Rotation Score,Bat_Speed,Rotational_Acceleration,OPE,Attack_Angle,Early_Connection,Connection_at_Impact,Vertical_Bat_Angle,Power,Peak_Hand_Speed,Time_to_Contact,PAofInning,PitchofPA,PitcherThrows,PitcherTeam,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,HitType,PlayResult,wOBA.x,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League.x,GameID,Connection_Diff,Swings,League.y,College_wOBA,College_wRC_plus,CollegeK,CollegeBB,CollegeMiss,K,BB,Pitches Per PA,Swing,SwStr,Whiff,Z-Swing,Chase,Contact,Z-Contact,O-Contact,PA,BIP,xwOBA,wOBA.y,xwOBAcon,wOBAcon,HardHit,Barrel,Max_EV,Avg_EV,Med_EV,SD_EV,IQR_EV,Avg_LA,Med_LA,SD_LA,IQR_LA,Avg_Dist,Avg_Spin,AvgBS,MedBS,MaxBS,Top_10%_Avg_BS,10%_Number,SD_BS,AvgAA,Med_AA,SD_AA,AvgTTC,SD_TtC,AvgVBA,SD_VBA,AvgEC,MedEC,SDEC,AvgCI,MedCI,SD CI,AvgOPE,Med OPE,SD OPE,Avg Peak Hand Speed,SD PHD,Avg Power,SD PWR,Average Rotational Acceleration,SD RA,Z_AA,Z_BS,Z_VBA,Z_OPE,Z_CI,Z_EC,Z_TTC,Zone
47,7/29/19,7:08:37 PM,Player D,cdacc274-b255-11e9-b28e-1c1bb52a548f,Bat,L,50,46,63,64.1,19.6,65,24,103,83,-25,3.51,23.2,0.15,1,5,Right,COT_KET,Left,WAR_GAT,Windup,2,Bottom,0,2,2,ChangeUp,ChangeUp,InPlay,Undefined,GroundBall,Out,0,1,0,NA,83.76996089,-1.165054661,-3.189125417,1825.78221,235.0192726,0.072916667,5.335309971,1.689678054,6.270835066,-29.01720704,10.0840304,14.46434504,1.841471358,-0.047671339,76.91683732,-6.631646617,-0.453490963,0.450056221,88.75095957,1.758353678,37.05991665,4144.793221,NA,NA,NA,54.0912412,53.62840621,36.99473207,0.427556763,-8.775718964,5.829268115,-1.461075396,50,5.234835423,6.376358419,-121.8322768,-3.307903501,-13.2133974,23.53914207,-23.39705416,WAR_GAT,COT_KET,CCBLWareham,CCBL,CCBL,20190729-CCBLWareham-1,20,1107,Cape,NA,NA,NA,NA,13,25,7,3.7,51,13,26,75,32,74,83,63,134,92,0.255,0.334,0.349,0.418,25,2,101,85,86,12,17,14,15,22,30,169,2899,65,66,75,73,71,6,11,12,7,0.158,0.015,-26,7,111,112,11,91,91,6,61,61,8,21,2,4,0.7,11,5,1.857142857,-0.15,0.142857143,0.5,-1.333333333,-0.727272727,-0.533333333,Down & Middle
107,7/29/19,7:47:10 PM,Player D,2f136451-b25b-11e9-b28e-1c1bb52a548f,Bat,L,54,49,55,69.6,15.2,70,9,103,86,-25,4.3,22.3,0.15,2,4,Left,COT_KET,Left,WAR_GAT,Stretch,4,Bottom,0,2,1,Fastball,Fastball,FoulBall,Undefined,Undefined,Undefined,NA,0,0,NA,89.48428134,-2.51587679,3.609402779,2288.914789,151.7675559,0.458333333,5.984617704,-1.921889239,5.965563805,-14.52096547,20.43704555,-10.99079983,2.43590874,0.512950412,81.36812243,-5.248818066,1.53770068,0.425544396,73.45749989,17.0575324,-165.2371453,2752.032665,NA,NA,NA,NA,NA,NA,NA,7.000995047,11.79682416,1.641881938,50,5.776824197,-7.840210297,-129.8708961,-6.182706143,11.90325091,28.34091919,-12.11681998,WAR_GAT,COT_KET,CCBLWareham,CCBL,CCBL,20190729-CCBLWareham-1,17,1107,Cape,NA,NA,NA,NA,13,25,7,3.7,51,13,26,75,32,74,83,63,134,92,0.255,0.334,0.349,0.418,25,2,101,85,86,12,17,14,15,22,30,169,2899,65,66,75,73,71,6,11,12,7,0.158,0.015,-26,7,111,112,11,91,91,6,61,61,8,21,2,4,0.7,11,5,-0.285714286,0.766666667,0.142857143,1.125,-0.833333333,-0.727272727,-0.533333333,Middle In
164,7/29/19,8:20:02 PM,Player D,cb5a3249-b25f-11e9-b28e-1c1bb52a548f,Bat,L,50,52,53,71.4,14.1,65,14,99,84,-26,4.58,23,0.14,7,1,Left,COT_KET,Left,WAR_GAT,Stretch,5,Bottom,0,0,0,Fastball,Fastball,FoulBall,Undefined,Undefined,Undefined,NA,0,0,NA,87.51599082,-2.08934439,3.309526109,2342.219607,158.0678048,0.46875,5.816690791,-1.941508512,6.110695892,-15.98412158,20.78871005,-8.384501589,2.548839999,0.423095478,78.54881846,-5.126959394,1.713224955,0.43645056,69.65941584,29.9811004,-159.7473822,3679.822878,NA,NA,NA,NA,NA,NA,NA,5.683620644,12.05035852,1.6919461,50,5.647944308,-7.091567045,-127.0032169,-5.122598754,9.106679609,30.62158349,-12.86615293,WAR_GAT,COT_KET,CCBLWareham,CCBL,CCBL,20190729-CCBLWareham-1,15,1107,Cape,NA,NA,NA,NA,13,25,7,3.7,51,13,26,75,32,74,83,63,134,92,0.255,0.334,0.349,0.418,25,2,101,85,86,12,17,14,15,22,30,169,2899,65,66,75,73,71,6,11,12,7,0.158,0.015,-26,7,111,112,11,91,91,6,61,61,8,21,2,4,0.7,11,5,0.428571429,1.066666667,0,0.5,-1.166666667,-1.090909091,-1.2,Middle In
166,7/29/19,8:20:38 PM,Player D,dd902a35-b25f-11e9-b28e-1c1bb52a548f,Bat,L,52,41,53,60.9,14.3,67,11,114,91,-22,3.34,21.4,0.14,7,3,Left,COT_KET,Left,WAR_GAT,Stretch,5,Bottom,0,1,1,Fastball,Fastball,FoulBall,Undefined,Undefined,Undefined,NA,0,0,NA,87.52091295,-0.726091102,2.088842492,2266.608632,148.5823973,0.458333333,5.864598444,-1.837169318,6.103503062,-18.95587189,17.40860823,-10.65448686,3.613043267,-0.792633409,79.23001806,-4.317720746,0.066715889,0.434020467,60.75595246,52.45612978,-156.1206713,4415.095167,NA,NA,NA,NA,NA,NA,NA,6.445066366,9.705930766,1.682340061,50,5.798887696,-4.318057273,-127.2854778,-2.191484746,10.4682896,28.55685694,-16.40935533,WAR_GAT,COT_KET,CCBLWareham,CCBL,CCBL,20190729-CCBLWareham-1,23,1107,Cape,NA,NA,NA,NA,13,25,7,3.7,51,13,26,75,32,74,83,63,134,92,0.255,0.334,0.349,0.418,25,2,101,85,86,12,17,14,15,22,30,169,2899,65,66,75,73,71,6,11,12,7,0.158,0.015,-26,7,111,112,11,91,91,6,61,61,8,21,2,4,0.7,11,5,0,-0.683333333,0.571428571,0.75,0,0.272727273,-1.2,NA
168,7/29/19,8:21:39 PM,Player D,01561eeb-b260-11e9-b28e-1c1bb52a548f,Bat,L,47,50,46,64.9,10.7,61,6,106,91,-23,3.33,21.5,0.16,7,5,Left,COT_KET,Left,WAR_GAT,Stretch,5,Bottom,0,2,2,Fastball,Fastball,FoulBall,Undefined,Undefined,Undefined,NA,0,0,NA,86.82815371,-1.869192849,4.027578643,2139.515381,149.2544538,0.458333333,5.825268096,-1.766417274,6.060968292,-21.35477667,15.59112134,-9.29476455,2.310974156,1.192464179,79.19052625,-5.886832537,2.275552317,0.437476402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.203326636,9.003067857,1.458736794,50,5.668531052,-8.590496664,-126.0412324,-4.776353092,9.948924413,26.34053601,-17.73488601,WAR_GAT,COT_KET,CCBLWareham,CCBL,CCBL,20190729-CCBLWareham-1,15,1107,Cape,NA,NA,NA,NA,13,25,7,3.7,51,13,26,75,32,74,83,63,134,92,0.255,0.334,0.349,0.418,25,2,101,85,86,12,17,14,15,22,30,169,2899,65,66,75,73,71,6,11,12,7,0.158,0.015,-26,7,111,112,11,91,91,6,61,61,8,21,2,4,0.7,11,5,-0.714285714,-0.016666667,0.428571429,0,0,-0.454545455,0.133333333,NA
233,7/29/19,9:01:40 PM,Player D,9dfa19ba-b265-11e9-b28e-1c1bb52a548f,Bat,L,50,40,56,71.8,15.6,65,16,116,89,-23,4.46,22.9,0.15,3,3,Right,COT_KET,Left,WAR_GAT,Stretch,7,Bottom,1,2,0,Fastball,Fastball,InPlay,Undefined,LineDrive,Single,0.89,0,0,NA,94.56256966,-1.550240937,-3.617540134,2294.780516,240.7130316,0.083333333,5.44374826,1.678478988,5.768477989,-20.28356978,11.24603263,20.10373367,2.307644619,-0.016983965,85.9352718,-5.35733797,0.163094502,0.404139003,82.22583028,16.47918266,26.82108021,1961.741436,96.06037431,22.4359361,53.59424107,227.8458047,219.628867,31.88875823,2.467401733,-11.86911074,6.501107856,-1.391339465,50,5.303191582,7.973971932,-137.2704441,-4.43326878,-22.5291405,31.86387667,-19.83408683,WAR_GAT,COT_KET,CCBLWareham,CCBL,CCBL,20190729-CCBLWareham-1,27,1107,Cape,NA,NA,NA,NA,13,25,7,3.7,51,13,26,75,32,74,83,63,134,92,0.255,0.334,0.349,0.418,25,2,101,85,86,12,17,14,15,22,30,169,2899,65,66,75,73,71,6,11,12,7,0.158,0.015,-26,7,111,112,11,91,91,6,61,61,8,21,2,4,0.7,11,5,0.714285714,1.133333333,0.428571429,0.5,-0.333333333,0.454545455,-0.533333333,Middle Middle
28,6/24/19,6:58:50 PM,Player D,a1cdc05d-96d3-11e9-b289-1c1bb52a548f,Bat,L,52,52,45,69.2,10.2,68,14,102,87,-28,4.14,22.4,0.15,4,2,Right,HYA_HAR,Left,WAR_GAT,Stretch,1,Bottom,2,0,1,Fastball,Fastball,FoulBall,Undefined,Undefined,Undefined,NA,0,0,NA,90.13389166,-2.098073011,-3.141568399,2247.272473,220.4932858,0.052083333,6.303732647,1.562783088,6.354221883,-17.63435188,16.45301769,14.07623708,2.89952415,-0.158360713,81.55063125,-5.451272283,-0.458046311,0.420211819,66.70118589,30.80551476,-162.8128953,2766.837905,NA,NA,NA,NA,NA,NA,NA,-8.717225896,9.700036828,-1.341766345,50,6.143278619,6.767718786,-130.9444968,-5.329571462,-14.96406028,30.57117471,-15.52288711,WAR_GAT,HYA_HAR,CCBLWareham,CCBL,CCBL,20190624-CCBLWareham-1,15,1107,Cape,NA,NA,NA,NA,13,25,7,3.7,51,13,26,75,32,74,83,63,134,92,0.255,0.334,0.349,0.418,25,2,101,85,86,12,17,14,15,22,30,169,2899,65,66,75,73,71,6,11,12,7,0.158,0.015,-26,7,111,112,11,91,91,6,61,61,8,21,2,4,0.7,11,5,0.428571429,0.7,-0.285714286,0.875,-0.666666667,-0.818181818,-0.533333333,Up & Middle
141,6/23/19,6:27:15 PM,Player E,f2069109-9605-11e9-bca8-1c1bb52a52af,Bat,L,56,44,63,71.6,19.5,72,3,108,94,-32,4.81,23.7,0.14,1,4,Right,ORL_FIR,Left,WAR_GAT,Stretch,6,Top,0,1,2,ChangeUp,ChangeUp,InPlay,Undefined,GroundBall,Out,0,1,0,NA,83.49826313,0.181667525,-3.429664217,1535.647254,218.3515868,0.052083333,5.172268773,2.65110954,6.725097765,-28.23037016,10.33966202,8.209592572,2.986054666,0.197267653,76.74243506,-5.184185554,-1.867650205,0.446988674,87.07376904,-23.71769988,10.89173569,NA,NA,NA,NA,8.702931869,8.702931869,7.042535525,0.058547363,-5.469536403,5.692908804,-2.428047347,50,5.172960683,7.07154936,-121.5364999,-0.343636089,-8.216939741,22.83854122,-23.6215342,ORL_FIR,WAR_GAT,CCBLOrleans,CCBL,CCBL,20190623-CCBLOrleans-2,14,1107,Cape,NA,NA,NA,NA,13,25,7,3.7,51,13,26,75,32,74,83,63,134,92,0.255,0.334,0.349,0.418,25,2,101,85,86,12,17,14,15,22,30,169,2899,65,66,75,73,71,6,11,12,7,0.158,0.015,-26,7,111,112,11,91,91,6,61,61,8,21,2,4,0.7,11,5,-1.142857143,1.1,-0.857142857,1.375,0.5,-0.272727273,-1.2,Up & Middle
175,6/30/19,8:06:25 PM,Player D,1535ff38-9b94-11e9-b28b-1c1bb52a548f,Bat,L,48,45,48,60.5,11.4,62,8,104,83,-21,2.76,21.6,0.17,2,4,Right,COT_KET,Left,WAR_GAT,Stretch,7,Bottom,0,1,2,Fastball,ChangeUp,InPlay,Undefined,LineDrive,Single,0.89,0,0,NA,87.75901671,-2.572649634,-1.649281432,1699.497706,235.2169714,0.072916667,6.174626151,0.91228874,5.121810073,-26.39759101,10.94164657,15.80346554,1.549182872,0.67546532,80.37932532,-7.435896775,1.28614686,0.439799004,68.95140139,22.90607876,7.378946005,1861.360758,109.1096504,29.01765085,13.96663066,213.095089,213.095089,7.291810563,3.024625244,-8.759833816,6.468958326,-0.76941906,50,5.912705528,3.096266712,-127.4155617,-6.683540512,-14.3808151,26.51533173,-21.55411038,WAR_GAT,COT_KET,CCBLWareham,CCBL,CCBL,20190630-CCBLWareham-1,21,1107,Cape,NA,NA,NA,NA,13,25,7,3.7,51,13,26,75,32,74,83,63,134,92,0.255,0.334,0.349,0.418,25,2,101,85,86,12,17,14,15,22,30,169,2899,65,66,75,73,71,6,11,12,7,0.158,0.015,-26,7,111,112,11,91,91,6,61,61,8,21,2,4,0.7,11,5,-0.428571429,-0.75,0.714285714,0.125,-1.333333333,-0.636363636,0.8,NA
10,7/2/19,5:10:52 PM,Player D,de85149f-9d0d-11e9-8da8-38baf8f1539b,Bat,L,45,38,60,69.7,17.9,59,18,110,80,-22,4.56,24,0.14,4,2,Left,YAR_RED,Left,WAR_GAT,Stretch,1,Top,2,0,1,Fastball,Fastball,InPlay,Undefined,FlyBall,Out,0,1,0,NA,86.05155372,-2.129036419,2.164770004,2058.420462,156.663585,0.46875,6.265280136,-2.010100156,5.277487764,-15.90155356,23.47543798,-10.14378569,2.938446503,-0.821535833,76.83155617,-5.113464069,0.254873288,0.451640401,83.06179353,34.97666284,21.68307352,2614.135949,101.0395248,65.727275,43.48578451,304.8711503,116.7599797,25.82273102,4.619365845,6.133956035,13.19804073,1.819875784,50,6.059722021,-4.370769202,-124.7596908,-5.182481463,9.44284977,30.54447874,-11.85647289,YAR_RED,WAR_GAT,CCBLYarmouth,CCBL,CCBL,20190702-CCBLYarmouth-1,30,1107,Cape,NA,NA,NA,NA,13,25,7,3.7,51,13,26,75,32,74,83,63,134,92,0.255,0.334,0.349,0.418,25,2,101,85,86,12,17,14,15,22,30,169,2899,65,66,75,73,71,6,11,12,7,0.158,0.015,-26,7,111,112,11,91,91,6,61,61,8,21,2,4,0.7,11,5,1,0.783333333,0.571428571,-0.25,-1.833333333,-0.090909091,-1.2,NA
69,7/2/19,5:41:28 PM,Player D,27d0d6e6-9d12-11e9-8da8-38baf8f1539b,Bat,L,54,46,63,70.2,19.4,70,16,103,83,-25,4.37,22.8,0.15,4,2,Left,YAR_RED,Left,WAR_GAT,Windup,3,Top,2,0,1,Slider,Slider,InPlay,Undefined,GroundBall,Double,1.27,0,0,NA,81.0743716,-1.310460077,1.456427851,2444.969653,222.3975658,0.0625,6.063583815,-2.192044242,5.233981329,-37.84181934,6.201123226,5.699730019,1.67785213,-0.347950415,73.55492202,-8.338180918,2.523694221,0.47764989,94.18216551,2.84404597,41.89005132,3859.614184,NA,NA,NA,63.83954966,63.45781408,42.07288881,0.484552612,-2.544203831,3.70289391,2.054028869,50,5.915678526,-3.17795821,-117.7020549,-3.924254767,-3.514188781,25.54782549,-27.05941581,YAR_RED,WAR_GAT,CCBLYarmouth,CCBL,CCBL,20190702-CCBLYarmouth-1,20,1107,Cape,NA,NA,NA,NA,13,25,7,3.7,51,13,26,75,32,74,83,63,134,92,0.255,0.334,0.349,0.418,25,2,101,85,86,12,17,14,15,22,30,169,2899,65,66,75,73,71,6,11,12,7,0.158,0.015,-26,7,111,112,11,91,91,6,61,61,8,21,2,4,0.7,11,5,0.714285714,0.866666667,0.142857143,1.125,-1.333333333,-0.727272727,-0.533333333,Down & Away
120,7/2/19,6:13:54 PM,Player D,ac6daae8-9d16-11e9-8da8-38baf8f1539b,Bat,L,54,39,56,72.1,15.7,70,12,110,82,-22,5.03,24,0.13,4,3,Left,YAR_RED,Left,WAR_GAT,Stretch,5,Top,2,2,0,Fastball,Fastball,FoulBall,Undefined,Undefined,Undefined,NA,0,0,NA,87.2793694,-1.934642116,3.046219237,2223.024419,165.4281724,0.479166667,6.032681803,-2.118496026,5.376479062,-13.82619317,24.43994777,-6.362651537,3.0637837,0.209384754,77.67117527,-4.53895912,1.84610874,0.445224292,65.93522673,38.22580167,-153.9884218,4170.07675,NA,NA,NA,NA,NA,NA,NA,4.471153361,13.71234944,1.850185119,50,5.849927535,-6.514444326,-126.4654962,-4.746461941,7.053506146,32.01643311,-10.54201466,YAR_RED,WAR_GAT,CCBLYarmouth,CCBL,CCBL,20190702-CCBLYarmouth-1,28,1107,Cape,NA,NA,NA,NA,13,25,7,3.7,51,13,26,75,32,74,83,63,134,92,0.255,0.334,0.349,0.418,25,2,101,85,86,12,17,14,15,22,30,169,2899,65,66,75,73,71,6,11,12,7,0.158,0.015,-26,7,111,112,11,91,91,6,61,61,8,21,2,4,0.7,11,5,0.142857143,1.183333333,0.571428571,1.125,-1.5,-0.090909091,-1.866666667,Up & Middle
122,7/2/19,6:14:39 PM,Player D,c741f983-9d16-11e9-8da8-38baf8f1539b,Bat,L,43,41,65,72.7,20.4,57,10,110,85,-17,4.62,23.3,0.15,4,5,Left,YAR_RED,Left,WAR_GAT,Stretch,5,Top,2,2,2,Cutter,Slider,FoulBall,Undefined,Undefined,Undefined,NA,0,0,NA,84.17635221,-0.762329322,3.423721214,2630.224495,194.9695691,0.520833333,5.924070603,-2.343471326,5.276172821,-32.72434145,7.936189428,2.132200437,2.47980712,1.053302253,76.56965413,-6.835949184,3.820893881,0.45894225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.084615659,4.429129186,2.029418864,50,5.830960505,-7.377646828,-122.116603,-2.730454464,-0.126613886,26.08484675,-25.54656069,YAR_RED,WAR_GAT,CCBLYarmouth,CCBL,CCBL,20190702-CCBLYarmouth-1,25,1107,Cape,NA,NA,NA,NA,13,25,7,3.7,51,13,26,75,32,74,83,63,134,92,0.255,0.334,0.349,0.418,25,2,101,85,86,12,17,14,15,22,30,169,2899,65,66,75,73,71,6,11,12,7,0.158,0.015,-26,7,111,112,11,91,91,6,61,61,8,21,2,4,0.7,11,5,-0.142857143,1.283333333,1.285714286,-0.5,-1,-0.090909091,-0.533333333,NA
123,7/2/19,6:15:02 PM,Player D,d8cbddc1-9d16-11e9-8da8-38baf8f1539b,Bat,L,47,38,66,70.5,21.1,62,19,113,85,-26,4.35,25.1,0.15,4,6,Left,YAR_RED,Left,WAR_GAT,Stretch,5,Top,2,2,2,ChangeUp,ChangeUp,FoulBall,Undefined,Undefined,Undefined,NA,0,0,NA,81.719043,-2.335862924,2.549234367,1659.016337,144.737017,0.447916667,6.052632053,-2.03974674,5.671482313,-26.87139931,15.64942093,-11.09350336,1.632462465,-0.586207607,74.23405658,-7.362099654,0.460445843,0.469323537,97.22069812,19.25070329,42.6739672,2777.908437,77.10415723,31.30018075,78.45305958,331.0694234,72.5205477,53.68148799,3.365020142,6.735133188,9.11406461,1.831666593,50,5.838776119,-4.941395272,-118.6294636,-5.667912289,9.500276961,24.84625505,-19.31815757,YAR_RED,WAR_GAT,CCBLYarmouth,CCBL,CCBL,20190702-CCBLYarmouth-1,28,1107,Cape,NA,NA,NA,NA,13,25,7,3.7,51,13,26,75,32,74,83,63,134,92,0.255,0.334,0.349,0.418,25,2,101,85,86,12,17,14,15,22,30,169,2899,65,66,75,73,71,6,11,12,7,0.158,0.015,-26,7,111,112,11,91,91,6,61,61,8,21,2,4,0.7,11,5,1.142857143,0.916666667,0,0.125,-1,0.181818182,-0.533333333,NA
25,6/30/19,6:44:08 PM,Player D,950ed044-9b88-11e9-b28b-1c1bb52a548f,Bat,L,73,30,53,62.3,14.2,94,-7,70,70,-33,3.7,20.4,0.14,4,4,Left,COT_KET,Left,WAR_GAT,Stretch,1,Bottom,1,1,2,Curveball,Curveball,InPlay,Undefined,GroundBall,Out,0,2,0,NA,77.11144137,-0.135160792,0.508814846,2423.927757,289.276137,0.15625,5.789482512,-1.765905225,6.432621309,-47.55413182,-1.945391597,5.439975539,1.70242621,-0.844983052,71.52665318,-9.076978977,1.540513068,0.48606635,78.97469565,-10.59802226,-10.56156966,NA,NA,NA,NA,10.00866045,10.00866045,-4.388387429,0.077663574,-2.853190228,-1.032812181,1.727270189,50,5.758033587,-1.136556638,-112.383816,-1.475894453,-3.663300702,19.62159404,-33.50010861,WAR_GAT,COT_KET,CCBLWareham,CCBL,CCBL,20190630-CCBLWareham-1,0,1107,Cape,NA,NA,NA,NA,13,25,7,3.7,51,13,26,75,32,74,83,63,134,92,0.255,0.334,0.349,0.418,25,2,101,85,86,12,17,14,15,22,30,169,2899,65,66,75,73,71,6,11,12,7,0.158,0.015,-26,7,111,112,11,91,91,6,61,61,8,21,2,4,0.7,11,5,-2.571428571,-0.45,-1,4.125,-3.5,-3.727272727,-1.2,NA
104,6/30/19,7:25:57 PM,Player D,6c3c1fe9-9b8e-11e9-b28b-1c1bb52a548f,Bat,L,53,51,51,72.5,12.9,69,8,99,83,-34,4.8,22.1,0.14,3,2,Left,COT_KET,Left,WAR_GAT,Windup,4,Bottom,2,1,0,Fastball,Fastball,FoulBall,Undefined,Undefined,Undefined,NA,0,0,NA,90.24986227,-2.257747419,3.832106329,2315.743559,133.4003064,0.4375,5.275674037,-2.326582786,7.066415907,-21.15101225,11.51650576,-12.21071253,1.457636078,0.140202998,82.98603227,-6.296228455,1.493686951,0.411367131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.892270865,7.081324704,2.100580497,50,5.132841331,-8.478824794,-131.2681554,-5.730609541,13.82233792,26.81402763,-19.7719827,WAR_GAT,COT_KET,CCBLWareham,CCBL,CCBL,20190630-CCBLWareham-1,16,1107,Cape,NA,NA,NA,NA,13,25,7,3.7,51,13,26,75,32,74,83,63,134,92,0.255,0.334,0.349,0.418,25,2,101,85,86,12,17,14,15,22,30,169,2899,65,66,75,73,71,6,11,12,7,0.158,0.015,-26,7,111,112,11,91,91,6,61,61,8,21,2,4,0.7,11,5,-0.428571429,1.25,-1.142857143,1,-1.333333333,-1.090909091,-1.2,NA
108,6/30/19,7:27:12 PM,Player D,98c350a0-9b8e-11e9-b28b-1c1bb52a548f,Bat,L,51,48,53,71.2,14.3,67,10,101,83,-34,4.32,23.1,0.15,3,6,Left,COT_KET,Left,WAR_GAT,Windup,4,Bottom,2,3,2,Fastball,Fastball,FoulBall,Undefined,Undefined,Undefined,NA,0,0,NA,90.70707868,-3.253407174,2.960442889,2262.112478,154.7160013,0.46875,5.328833486,-2.317959569,6.804065111,-16.29761111,16.8969541,-7.996123437,0.994885791,-0.28057147,82.01590588,-6.373286932,1.422001551,0.414672286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.416976382,10.4898133,2.129770866,50,5.112192152,-6.59723796,-131.7594019,-7.941520973,9.388492145,31.67710305,-13.99351336,WAR_GAT,COT_KET,CCBLWareham,CCBL,CCBL,20190630-CCBLWareham-1,18,1107,Cape,NA,NA,NA,NA,13,25,7,3.7,51,13,26,75,32,74,83,63,134,92,0.255,0.334,0.349,0.418,25,2,101,85,86,12,17,14,15,22,30,169,2899,65,66,75,73,71,6,11,12,7,0.158,0.015,-26,7,111,112,11,91,91,6,61,61,8,21,2,4,0.7,11,5,-0.142857143,1.033333333,-1.142857143,0.75,-1.333333333,-0.909090909,-0.533333333,NA
65,6/14/19,7:16:48 PM,Player A,7eb529a7-8efa-11e9-b286-1c1bb52a548f,Bat,L,66,34,57,71.2,16.1,85,1,76,70,-31,4.77,21.7,0.14,3,2,Right,ORL_FIR,Left,WAR_GAT,Windup,2,Bottom,2,1,0,Fastball,Fastball,FoulBall,Undefined,Undefined,Undefined,NA,0,0,NA,87.65843118,-1.972178062,-2.577419653,2294.278474,182.8446907,0.5,5.776213831,2.513383245,7.079371817,-14.56046447,20.29035891,1.009857275,2.770237468,0.256516513,79.73238666,-4.770273751,-2.38285885,0.424891497,74.07352479,8.003509175,-173.0086938,NA,NA,NA,NA,NA,NA,NA,NA,-1.341423559,12.03531178,-2.359665393,50,5.653445781,5.719373424,-127.6091188,-4.758053925,-2.195632041,28.06494197,-12.47474032,WAR_GAT,ORL_FIR,CCBLWareham,CCBL,CCBL,20190614-CCBLWareham-1,6,1107,Cape,NA,NA,NA,NA,20,26,6,3.6,52,11,22,80,27,78,83,60,108,69,0.209,0.256,0.355,0.331,16,2,100,84,87,11,18,12,11,20,26,157,2520,68,69,74,73,72,3,10,10,7,0.152,0.01,-29,8,87,86,8,72,73,7,80,81,7,21,1,4,0.5,11,3,-1.285714286,1.066666667,-0.25,0.714285714,-0.285714286,-1.375,-1.2,Middle Middle
66,6/14/19,7:17:08 PM,Player A,88fa5634-8efa-11e9-b286-1c1bb52a548f,Bat,L,65,38,57,72,16.2,84,0,76,75,-34,5.02,22.5,0.13,3,3,Right,ORL_FIR,Left,WAR_GAT,Windup,2,Bottom,2,1,1,Fastball,Fastball,FoulBall,Undefined,Undefined,Undefined,NA,0,0,NA,87.37708848,-1.999168438,-2.582960015,2187.939768,186.8650499,0.510416667,5.719716941,2.642230666,7.059595474,-18.97204602,16.0512942,1.936450745,2.320857248,0.456648888,79.7665452,-5.635595752,-2.210447279,0.425941837,69.23122379,33.56205173,-118.4267501,NA,NA,NA,NA,NA,NA,NA,NA,-1.844478013,9.62520917,-2.487603222,50,5.593104009,5.690658007,-127.2097916,-4.915150643,-3.008120404,27.24808095,-16.47649733,WAR_GAT,ORL_FIR,CCBLWareham,CCBL,CCBL,20190614-CCBLWareham-1,1,1107,Cape,NA,NA,NA,NA,20,26,6,3.6,52,11,22,80,27,78,83,60,108,69,0.209,0.256,0.355,0.331,16,2,100,84,87,11,18,12,11,20,26,157,2520,68,69,74,73,72,3,10,10,7,0.152,0.01,-29,8,87,86,8,72,73,7,80,81,7,21,1,4,0.5,11,3,-1.428571429,1.333333333,-0.625,0.571428571,0.428571429,-1.375,-2.2,Middle In
